cluster_id,cougar_id,type,collar_serial,n_points,radius,duration_h,form_date,inv_date,personnel,habitat,habitat2,canopy,carcass_found,species,how_id,sex,how_sex,age,how_age,est_age,cached,n_prey,n_piles,condition,parts,bite_wounds,hemorrhaging,fed_on,per_rem,feeding_use,marrow,drag_trail,length,kill_site,evidence_kill_site,consistent_date,confidence_cougar_kill,other_sign,scavenged,scavenged_by,kill_2,species,cached,notes,cache_photo,carcass_photo,bite_photo,hem_photo,drag_photo,kill_photo,coug_sign_photo,scav_sign_photo
SF9_S23-C06,SF09,current,44746,5,109,57,5/5/2023,5/10/2023,MP,con/dec,drainage,medium,Y,deer,teeth and hooves,UNK,,neonate,no molars,,none,1,1,dismantled,"4 legs, fur, jaw",Not vis,Not vis,Y,<25,Completely consumed,pink hard,N,,N,,Y,probable,feathers,Y,birds,N,,,,N,Y,N,N,N,N,N,N
SF9_S23-C07,SF09,current,44746,3,22,6,5/10/2023,5/10/2023,MP,oak sav,,medium,Y,deer,teeth and hooves,UNK,,neonate,no molars,,none,1,1,dismantled,"3 legs, skull, jaw",Not vis,Not vis,Y,<25,Completely consumed,red soft,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SF9_S23-C00,SF09,current,44746,29,90,87,4/25/2023,5/11/2023,MP,chaparral,drainage,medium,Y,deer,head,M,antlers,adult,2nd molar dentine = enamel,3.5,none,1,2,dispersed,"1. leg, skull, pelvis, jaw 2. ruptured rumen",Not vis,Not vis,Y,<25,Completely consumed,pink hard,N,,N,,Y,probable,Dispersed and ruptured rumen,Likely,,N,,,,N,Y,N,N,N,N,N,N
SF9_S23-C01,SF09,current,44746,3,19,6,4/29/2023,5/11/2023,MP,chaparral,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. May have missed something small,N,N,N,N,N,N,N,N
SM6_S23-C02,SM06,current,45771,4,54,9,5/3/2023,5/11/2023,MP,chaparral,drainage,closed,Y,elk,hooves,UNK,,neonate,size and spotted fur,,previously,1,2,dispersed,"1. old cache, 2. 2 legs, bone fragments",Not vis,Not vis,Y,<25,Completely consumed,pink soft,N,,N,,Y,probable,Rooting,Likely,pigs,N,,,Possibly pig scavenged based on rooting at old cache. Collected scat older than cluster. Found scrape.,N,Y,N,N,N,N,N,Y
SM6_S23-C03,SM06,current,45771,11,39,142,5/4/2023,5/11/2023,MP,chaparral,drainage,medium,Y,pig,head,F,genitals,yearling,2 molars,12-18 mo,previously,1,3,intact,1. gut pile 2. carcass 3. cached scat,Y,throat,Y,<25,"Body cav opened and consumed. Head, hide, and legs remain",white waxy,Y,5,N,,Y,positive,vultures present,Likely,birds,N,,,Collected scat,N,Y,Y,Y,N,N,N,N
SF9_S23-C08,SF09,current,44746,3,7,6,5/10/2023,5/12/2023,MP,oak sav,,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. Found multiple bed sites.,N,N,N,N,N,N,N,N
SF9_S23-C09,SF09,current,44746,4,79,9,5/11/2023,5/12/2023,MP,deciduous,,medium,Y,deer,hooves,UNK,,neonate,size and spotted fur,,none,1,1,dismantled,"4 legs, bone fragments, fur",Not vis,Not vis,Y,<25,Completely consumed,red gelatinous,Y,15,Y,"disturbed ground, blood",Y,positive,vultures present,Y,birds,N,,,Found 2 scrapes,N,Y,N,N,N,N,N,N
SF9_S23-2P,SF09,current,44746,2,50,3,5/13/2023,5/13/2023,MP,riparian,,medium,Y,deer,hooves,UNK,,neonate,size and spotted fur,,none,1,1,dismantled,"legs, jaw, bone frags, hide",Not vis,Throat,Y,<25,Completely consumed,red gelatinous,Y,20,Y,"blood, disturbed ground, end of drag",Y,positive,vultures present,Y,birds,N,,,"Found by chance, likely SF9",N,Y,N,Y,N,N,Y,N
SF9_S23-C03,SF09,current,44746,4,116,12,5/1/2023,5/15/2023,MP,chaparral,coniferous,open,Y,deer,hooves,UNK,,neonate,size,,none,1,1,dispersed,1 leg,Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,dispersed,Likely,,N,,,Only found single leg from very young fawn,N,Y,N,N,N,N,N,N
SM6_S23-C04,SM06,current,45771,7,176,18,5/7/2023,5/15/2023,MP,chaparral,drainage,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. Very difficult area to thoroughly search such a wide cluster.,N,N,N,N,N,N,N,N
SF9_S23-C10,SF09,current,44746,7,91,21,5/14/2023,5/18/2023,MP,deciduous,drainage,medium,Y,deer,hooves,UNK,,neonate,size,,none,1,1,dismantled,"4 legs, fur, bone fragments",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,none,N,,N,,,,N,Y,N,N,N,N,N,N
SF9_S23-C11,SF09,current,44746,14,44,42,5/16/2023,5/17/2023,MP,deciduous,,medium,Y,deer,head,F,no pedicles,adult,enamel = dentine on 3rd molar,4.5,currently,1,2,intact,1. carcass 2. cached rumen,Not vis,Not vis,Y,50-75,"Body cavity opened, rumen removed, organs consumed, ribs clipped and eaten. All major muscle groups remain.",white waxy,N,,N,,Y,positive,none,N,,N,,,SF9 nearby. Set camera and left to minimize disturbance,Y,Y,N,N,N,N,N,N
SF9_S23-C12,SF09,current,44746,8,91,21,5/18/2023,5/20/2023,MP,chaparral,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. Closed chaparral on a ridgetop more typical of resting.,N,N,N,N,N,N,N,N
SF9_S23-C13,SF09,current,44746,3,15,6,5/19/2023,5/20/2023,MP,deciduous,drainage,medium,Y,deer,hooves,UNK,,neonate,no molars,,none,1,1,dismantled,"4 legs, skull, jaw, fur",Not vis,Not vis,Y,<25,Completely consumed,red soft,N,,N,,Y,probable,none,N,,N,,,,N,Y,N,N,N,N,N,N
SM6_S23-C05,SM06,current,45771,2,13,3,5/16/2023,5/20/2023,MP,deciduous,drainage,closed,Y,pig,hair,UNK,,neonate,size,,none,1,1,dispersed,intestines and some hair,Not vis,Not vis,Y,<25,All that remained was intestines with very limited hair,no long bones,N,,N,,Y,probable,scat,Y,"pigs, birds",N,,,Both bird and pig scat at intestines. Pig scat was fresh so unlikely scavenged while lion was present.,N,Y,N,N,N,N,N,N
SF9_S23-C14,SF09,current,44746,3,12,6,5/21/2023,5/23/2023,MP,chaparral,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding,N,N,N,N,N,N,N,N
SM6_S23-C08,SM06,current,45771,8,103,21,5/22/2023,5/23/2023,MP,chaparral,,closed,Y,deer,hooves,UNK,,neonate,size,,none,1,1,dismantled,"4 legs, bone fragments, fur, GI tract",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,none,N,,N,,,,N,Y,N,N,N,N,N,N
SM6_S23-C01,SM06,current,45771,8,125,21,4/30/2023,5/22/2023,MP,chaparral,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No evidence of kill or feeding. Small and old cluster in thick veg, so may have missed something.",N,N,N,N,N,N,N,N
SM6_S23-C06,SM06,current,45771,2,2,3,5/19/2023,5/23/2023,MP,grass,chaparral,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Did not find evidenc of kill. Appeared that ground had been torn up by pigs or bears, which may have burried or scavenged any carcass remains from small cluster",N,N,N,N,N,N,N,N
SM6_S23-C09,SM06,current,45771,5,77,12,5/23/2023,5/26/2023,MP,deciduous,drainage,closed,Y,deer,hair,UNK,,neonate,size,,none,1,1,dispersed,"rumen contents, part of GI, hair",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,scat,Y,coyote,N,,,Check species ID w/ hair. Confirmed was deer.,N,Y,N,N,N,N,N,N
SM6_S23-C10,SM06,current,45771,10,62,39,5/24/2023,5/26/2023,MP,chaparral,,closed,Y,pig,head,F,,neonate,p2 erupting,2-5 mos,currently,1,2,intact,1. pig neonate 2. pig neonate,Not vis,Not vis,Y,<25,"Plucked hair, stomach removed. Crushed skull, hide, head, legs, and stomach remain",no long bones,N,,N,,Y,probable,none,N,,Y,pig,Y,"2 pig neonates, both cougar kill. Found 2 scrapes",N,Y,N,N,N,N,N,N
SF9_S23-C16,SF09,current,44746,4,56,9,5/24/2023,5/26/2023,MP,chaparral,coniferous,medium,Y,deer,hooves,UNK,,neonate,,,none,1,1,dismantled,"fur, four legs, bone fragments",Not vis,Not vis,Y,<25,Completely consumed,red soft,N,,Y,"broken branches, fresh blood",Y,positive,none,N,,N,,,,N,Y,N,N,N,N,N,N
SF9_S23-C15,SF09,current,44746,4,25,9,5/22/2023,5/27/2023,MP,con/dec,chaparral,medium,Y,deer,hooves,UNK,,neonate,teeth,,none,1,1,dismantled,"4 legs, fur, jaw",Not vis,Not vis,Y,<25,Completely consumed,red hard,N,,N,,Y,probable,none,N,,N,,,,N,Y,N,N,N,N,N,N
SF9_S23-C17,SF09,current,44746,3,93,18,5/26/2023,5/27/2023,MP,riparian,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Found many tracks and beds, but did not find a kill",N,N,N,N,N,N,N,N
SF9_S23-C18,SF09,current,44746,4,84,36,5/26/2023,5/28/2023,MP,deciduous,,closed,Y,deer,hooves,UNK,,neonate,size,,none,1,1,dismantled,"4 legs, fur",Not vis,Not vis,Y,<25,Completely consumed,pink hard,N,,N,,Y,probable,none,N,,N,,,"Dead doe ~100m from fawn, but was older than cluster with no evidence of lion kill or feeding.",N,Y,N,N,N,N,N,N
SM6_S23-C11,SM06,current,45771,9,50,30,5/26/2023,5/28/2023,MP,chaparral,,closed,Y,pig,head,F,,neonate,no p2,<2 mo,none,1,2,intact,"1. pig neonate, 2. pig neonate",Y,back of head,Y,<25,"GI removed, all consumed but head, hide, and legs.",no long bones,N,,N,,Y,positive,none,N,,Y,pig,Y,2 pig neonates of same age. 1 F and 1 unk sex,N,Y,Y,Y,N,N,N,N
SF9_S23-C19,SF09,current,44746,6,58,15,5/29/2023,5/30/2023,MP,oak sav,deciduous,medium,Y,lagomorph,hair,UNK,,adult,,,none,1,1,dispersed,lagomorph fur,Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,coyote present,N,,N,,,"SF9 treed, returned on 5/31 to search more thoroughly and still only found hair. Found two piles of rabbit fur and a lot of coyote scat. Saw one coyote leaving. Originally thought was coyote hair, but microscope confirms lagomorph.",N,N,N,N,N,N,N,N
SF9_S23-C20,SF09,current,44746,19,91,60,5/30/2023,6/2/2023,MP,riparian,deciduous,medium,Y,deer,head,F,no pedicles,adult,all molars well worn,5.5+,currently,1,2,intact,1. cached rumen 2. carcass,Not vis,Not vis,Y,<25,"Rumen removed, plucked hair, all consumed",pink hard,N,,N,,Y,probable,vultures present,Y,birds,N,,,Collected scat. 3 sets of tracks leaving the kill,N,Y,N,N,N,N,N,N
SF9_S23-C24,SF09,current,44746,3,36,6,6/7/2023,6/17/2023,MP,chaparral,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding,N,N,N,N,N,N,N,N
SF9_S23-C25,SF09,current,44746,3,49,6,6/8/2023,6/17/2023,MP,con/dec,chaparral,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected scat. No evidence of kill or feeding.,N,N,N,N,N,N,Y,N
SF9_S23-C28,SF09,current,44746,2,14,3,6/18/2023,6/19/2023,MP,con/dec,chaparral,closed,Y,deer,hooves,UNK,,neonate,no molars,,none,1,2,dismantled,"1. 2 legs, jaw, rumen contents, 2. 2 legs, fur",Not vis,Not vis,Y,<25,Completely consumed,red gelatinous,N,,N,,Y,probable,dispersed + ruptured rumen,Likely,birds,N,,,SM6 was in proximity night that the cluster started and may have shared kill.,N,Y,N,N,N,N,N,N
SF9_S23-C29,SF09,current,44746,3,67,6,6/18/2023,6/20/2023,MP,chaparral,riparian,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multiple bed sites and tracks of multiple individuals. No evidence of kill or feeding.,N,N,N,N,N,N,N,N
SM6_S23-C12,SM06,current,45771,11,114,63,6/2/2023,6/23/2023,MP,chaparral,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding. Only a single night point,N,N,N,N,N,N,N,N
SM6_S23-C13,SM06,current,45771,10,96,27,6/3/2023,6/23/2023,MP,chaparral,,closed,Y,deer,hooves,UNK,,neonate,size,,none,1,2,dismantled,"1. 4 legs, 2. ruptured rumen, fur",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,scat,Y,fox,N,,,"Found scrape, fox scat, and old bobcat scat",N,Y,N,N,N,N,Y,Y
SM6_S23-C14,SM06,current,45771,9,118,24,6/5/2023,6/23/2023,MP,deciduous,chaparral,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding,N,N,N,N,N,N,N,N
SF9_S23-C26,SF09,current,44746,4,35,9,6/10/2023,6/23/2023,MP,riparian,deciduous,medium,Y,deer,hooves,UNK,,neonate,no molars,,none,1,1,dispersed,"2 legs, jaw, bone fragments",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,parts missing,Likely,,N,,,,N,Y,N,N,N,N,N,N
SF9_S23-C27,SF09,current,44746,6,89,36,6/12/2023,6/23/2023,MP,riparian,,medium,Y,deer,hooves,UNK,,neonate,no molars,,none,1,1,intact,"legs, dried hide, lower jaw",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,none,N,,N,,,,N,Y,N,N,N,N,N,N
SF9_S23-C22,SF09,current,44746,14,144,78,6/4/2023,6/24/2023,MP,riparian,,closed,Y,deer,hooves,F,no pedicles,adult,all molars well worn,5.5+,none,1,3,intact,1. carcass 2. ruptured rumen 3. fawn,Not vis,Not vis,Y,<25,Completely consumed,pink hard,N,,N,,Y,probable,"scat, ruptured rumen",Y,birds,Y,deer,N,Doe and fawn both completely consumed,N,Y,N,N,N,N,N,N
SF9_S23-C30,SF09,current,44746,4,58,12,6/24/2023,6/25/2023,MP,chaparral,deciduous,closed,Y,deer,hooves,UNK,,neonate,no molars,,none,1,2,dismantled,"1. 4 legs, jaw, fur 2. scat",Not vis,Not vis,Y,<25,Completely consumed,pink hard,Y,5,N,,Y,probable,none,N,,N,,,Collected 2 scats,N,Y,N,N,N,N,Y,N
SM6_S23-C16,SM06,current,45771,7,103,18,6/22/2023,6/26/2023,MP,riparian,,closed,Y,pig,head,F,genitals,fawn,M1 just erupting,6 mo,none,1,2,intact,1. scat 2. carcass,Not vis,Not vis,Y,<25,"Completely consumed except hide, head, and lower legs",no long bones,N,,N,,Y,probable,"vultures present when arrived, but not sure if they were on the kill",Likely,birds,N,,,Collected scat,N,Y,N,N,N,N,N,N
SM6_S23-C17,SM06,current,45771,3,87,21,6/25/2023,6/26/2023,MP,grass,,open,Y,pig,head,UNK,,yearling,"2 molars, I2 present",18 mo,none,1,2,intact,1. Carcass 2. ruptured rumen,Y,throat,Y,25-50,"Back of neck eaten, body cavity opend, organs and major muscle groups eaten",white waxy,Y,25,Y,"disturbed ground, flattend grass, end of drag",Y,positive,vultures present,Y,birds,N,,,Set camera,N,Y,Y,Y,Y,Y,N,N
SF9_S23-C31,SF09,current,44746,4,88,15,6/25/2023,6/26/2023,MP,riparian,,closed,Y,deer,hooves,UNK,,neonate,no molars,,none,1,2,intact,"1. 3 legs, skull, bone frags, jaw 2. kill site, leg, fur, rumen",Not vis,Not vis,Y,<25,Compltely consumed,pink hard,Y,10,Y,"distured ground, blood, end of drag",Y,positive,None,N,,N,,,,N,Y,N,N,Y,Y,N,N
SF9_S23-C32,SF09,current,44746,3,89,6,6/26/2023,6/27/2023,MP,riparian,deciduous,medium,Y,deer,hooves,UNK,,neonate,M1 just erupting,,none,1,1,dismantled,"4 legs, jaw, GI, fur",Not vis,Not vis,Y,<25,Completely consumed,red gelatinous,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SF9_S23-C33,SF09,current,44746,3,12,6,6/26/2023,6/27/2023,MP,exposed upland,con/dec,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected two uncached scats. No evidence of kill,N,N,N,N,N,N,N,N
SM6_S23-C18,SM06,current,45771,3,35,24,6/27/2023,6/28/2023,MP,chaparral,drainage,medium,Y,pig,head,M,genitals,neonate,no molars,<6 mo,previously,1,2,dismantled,"1. hide, head 2. old cache, hair, stomach",Not vis,Not vis,Y,<25,Completely consumed,pink soft,N,,N,,Y,probable,None,N,,Y,ground squirrel,Y,Squirrel tail in old cache. Multiple lion  scrapes in the area.,N,Y,N,N,N,N,N,N
SF9_S23-C34,SF09,current,44746,8,56,24,6/27/2023,6/28/2023,MP,deciduous,drainage,closed,Y,deer,hooves,UNK,,neonate,size and spotted fur,,previously,1,2,dispersed,"1. scat 2. old cache, fur, 3 legs, bone frags",Not vis,Not vis,Y,<25,Completely consumed,red gelatinous,N,,N,,Y,probable,Missing parts,Likely,,N,,,Collected scat. SF9 still in the area,N,Y,N,N,N,N,N,N
SF9_S23-C36,SF09,current,44746,3,98,6,6/28/2023,7/1/2023,MP,riparian,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding,N,N,N,N,N,N,N,N
SF9_S23-C37,SF09,current,44746,4,101,18,6/29/2023,7/1/2023,MP,chaparral,,closed,Y,deer,hooves,UNK,,neonate,M1 just erupting,,none,1,2,dismantled,"1. rumen, 2. legs, fur, jaw, bone fragments",Not vis,Not vis,Y,<25,Completely consumed,red soft,N,,N,,Y,probable,None,N,,N,,,"Found fresh coyote scat and some fur nearby, but no evidence of coyote scavenging or a coyote carcass",N,Y,N,N,N,N,N,N
SF9_S23-C38,SF09,current,44746,5,28,12,6/30/2023,7/3/2023,MP,riparian,,closed,Y,deer,hooves,UNK,,neonate,spotted fur,,none,1,1,dispersed,"fur, 1 bone",Not vis,Not vis,Y,<25,Completely consumed,red soft,N,,N,,Y,probable,"Pig tracks, missing carcass",Y,pigs,N,,,Likely scavenged by pigs after lions left.,N,Y,N,N,N,N,N,N
SF9_S23-C39,SF09,current,44746,3,89,18,7/2/2023,7/3/2023,MP,chaparral,exposed upland,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multiple bed sites. No evidence of feeding,N,N,N,N,N,N,N,N
SF9_S23-C40,SF09,current,44746,3,12,6,7/2/2023,7/3/2023,MP,riparian,,open,Y,deer,hooves,UNK,,neonate,no molars,,none,1,1,dismantled,"4 legs, jaw, rumen, bone fragments, fur, ear",Not vis,Not vis,Y,<25,Completely consumed,red gelatinous,N,,N,,Y,probable,None,N,,N,,,,N,N,N,N,N,N,N,N
SF9_S23-C41,SF09,current,44746,5,69,12,7/3/2023,7/4/2023,MP,riparian,,medium,Y,deer,hooves,UNK,,neonate,size,,none,1,1,dispersed,"3 legs, fur, bone fragments",Not vis,Not vis,Y,<25,Completely consumed except for legs. One femur and partial pelvis still remained,red hard,N,,N,,Y,probable,None,N,,N,,,"Initially thought carcass was too old because of stiffness of limbs, but skin + tissue had not dried out, so likely SF9's kill. The full femur and partial pelvis remaining was also a bit unusual for a lion feeding.",N,Y,N,N,N,N,N,N
SF9_S23-C42,SF09,current,44746,6,67,24,7/4/2023,7/5/2023,MP,riparian,,closed,Y,deer,hooves,UNK,,neonate,no molars,,none,1,2,dismantled,"1. fur 2. 4 legs, jaw, fur, bone fragments",Not vis,Not vis,Y,<25,Completely consumed,red gelatinous,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SM6_S23-C19,SM06,current,45771,7,116,42,7/1/2023,7/3/2023,MP,chaparral,deciduous,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Returned to search for another hour on 7/7 after more points uploaded. Did not find a kill. Likely something there, but dispersed cluster if difficult to search terrain.",N,N,N,N,N,N,N,N
SM6_S23-C21,SM06,current,45771,3,44,6,7/3/2023,7/7/2023,MP,riparian,,closed,Y,beaver,tail and teeth,UNK,,neonate,size,,none,1,1,dismantled,"carcass, tail, jaw, removed GI",Not vis,Not vis,Y,<25,Completely consumed,,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SM6_S23-C22,SM06,current,45771,5,27,12,7/5/2023,7/7/2023,MP,chaparral,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected scat,N,N,N,N,N,N,N,N
SF9_S23-C44,SF09,current,44746,5,51,33,7/7/2023,7/8/2023,MP,riparian,grass,open,Y,deer,head,F,no pedicles,adult,all molars well worn,5.5+,currently,1,1,intact,"carcass, rumen removed and cached near by",Not vis,Not vis,Y,25-50,"Body cavity opened, rumen removed and organs consumed. Rear mostly eaten front remains.",white waxy,N,,N,,Y,probable,None,N,,N,,,Set camera. Did not want to disturb by looking for wounds,N,Y,N,N,N,N,N,N
SF9_S23-C43,SF09,current,44746,7,48,33,7/7/2023,7/10/2023,MP,riparian,,closed,Y,deer,hooves,UNK,,neonate,no molars,,none,1,1,dismantled,"4 legs, fur, skull, jaw",Not vis,Not vis,Y,<25,Completely consumed,red gelatinous,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,Y,N
SM6_S23-C23,SM06,current,45771,3,50,24,7/9/2023,7/10/2023,MP,riparian,grass,open,Y,pig,hair,UNK,,neonate,size,,none,1,1,dispersed,"hair, ruptured stomach, bone fragments",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,"Missing pieces, pig scat, golden eagle present",Likely,"birds, pigs",N,,,Could not find substantial remains. May have been dispersed/eaten by scavengers. Size of stomach and bone frags suggests neonate,N,Y,N,N,N,N,N,N
SM6_S23-C24,SM06,current,45771,2,81,6,7/12/2023,7/16/2023,MP,deciduous,drainage,medium,Y,pig,snout,UNK,,neonate,size,,none,1,1,dispersed,upper and lower jaw,Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SF9_S23-C47,SF09,current,44746,8,100,21,7/13/2023,7/16/2023,MP,riparian,,closed,Y,deer,hooves,UNK,,neonate,M1 just erupting,,none,1,1,dismantled,"4 legs, skull, jaw, fur",Not vis,Not vis,Y,<25,Completely consumed,pink soft,Y,5,N,,Y,probable,None,N,,N,,,"Right on top of kill from S23-C42, but definitely newer",N,Y,N,N,N,N,N,N
SM6_S23-C25,SM06,current,45771,12,109,45,7/14/2023,7/16/2023,MP,riparian,,medium,Y,elk,head,F,no pedicles,calf,tricuspid + m2 erupting,14 mo,none,1,1,intact,Carcass,Y,throat,Y,50-75,Body cavity opened. Rumen started to be pulled out. Ribs chewed and clipped but little else consumed. Vultures accessed from rear. Not obvious lion consumption,white waxy,N,,N,,Y,positive,Vulture present,Y,birds,N,,,"Set camera. Hemorrhaging suggests lion kill, but minimally fed on and invert larvae seem far along for a 48 hrs old carcass",N,Y,Y,Y,N,N,N,N
SF9_S23-C48,SF09,current,44746,3,54,6,7/16/2023,7/17/2023,MP,grass,,open,Y,deer,head,M,antlers,adult,dentine = enamel on M2,3.5,currently,1,1,intact,carcass,Not vis,Not vis,Y,50-75,body cavity opened. Rumen partially removed. Ribs clipped,pink hard,N,,N,,Y,probable,None,N,,N,,,Set camera. Did not do full investigation to minimze disturbance,Y,Y,N,N,N,N,N,N
SM6_S23-2P,SM06,current,45771,2,18,18,7/10/2023,7/19/2023,MP,riparian,,closed,Y,pig,stomach,UNK,,neonate,size,,previously,1,1,dispersed,"stomach, some intestine",Not vis,Not vis,Y,<25,Completely consumed except for stomach and intestines,no long bones,N,,N,,Y,probable,Missing pieces,Likely,"birds, coyotes",N,,,Could only find stomach and intestines. Did not find any hair or bones to identify species. Size of stomach suggests either small pig or deer,N,Y,N,N,N,N,N,N
SM6_S23-C26,SM06,current,45771,22,159,66,7/18/2023,7/19/2023,MP,chaparral,,closed,Y,deer,head,M,antlers,adult,dentine = enamel on M2,3.5,currently,1,1,intact,carcass,Y,throat,Y,50-75,body cav opened. Plucked hair. Minimally consumed otherwise,,Y,30,Y,"deer tracks, end of drag, disturbed ground",Y,positive,None,N,,N,,,Set camera,N,Y,Y,Y,N,N,N,N
SF9_S23-C49,SF09,current,44746,3,6,80,7/20/2023,7/21/2023,MP,grass,,open,Y,deer,hooves,UNK,,neonate,M1 just erupting,,none,1,1,dismantled,"4 legs, jaw, fur, bone frags, ruptured rumen",Not vis,Not vis,Y,<25,Completely consumed,pink hard,N,,N,,Y,probable,ruptured rumen,Likely,birds,N,,,,N,Y,N,N,N,N,N,N
SF9_S23-C50,SF09,current,44746,3,60,9,7/22/2023,7/23/2023,MP,grass,deciduous,open,Y,deer,hooves,UNK,,neonate,1 molar,,none,1,1,dismantled,"4 legs, jaw, rumen, bone fragments",Not vis,Not vis,Y,<25,Completely consumed,red soft,Y,50,N,,Y,probable,None,N,,N,,,,N,Y,N,N,Y,N,Y,N
SF9_S23-C51,SF09,current,44746,5,123,12,7/25/2023,7/26/2023,MP,riparian,deciduous,medium,Y,pig,teeth,UNK,,neonate,no p2,<8 weeks,none,1,2,dismantled,"2 lower jaws, 1 upper jaw, 1 removed stomach",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,None,N,,Y,pig,N,Two neonate pgs of same age. Little remains other than two jaws,N,Y,N,N,N,N,N,N
SF9_S23-C52,SF09,current,44746,5,106,27,7/26/2023,7/26/2023,MP,grass,,open,Y,deer,head and hooves,F,no pedicles,fawn,"no M3, tricuspid P3",15 mo,currently,1,1,intact,carcass with removed rumen,Not vis,Not vis,Y,25-50,"Body cavity opened, rumen removed. Organs and hind quarters eaten.",red soft,N,,N,,Y,positive,None,N,,N,,,Set camera. Minimal investigation to minimize disturbance,Y,Y,N,N,N,N,N,N
SF9_S23-C54,SF09,current,44746,16,123,45,7/27/2023,7/28/2023,MP,riparian,,closed,Y,pig,teeth,UNK,,neonate,no p2,<8 weeks,none,1,6,dismantled,"6 separate piles suggesting a minimum of 5 pigs and likley 6 pig neonates. 1: GI and lower jaw, 2: GI and lower jaw, 3: GI and 1 leg, 4: GI, 1 leg, and lower jaw, 5: GI and lower jaw, 6: skull",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,None,N,,Y,pig,N,Collected 2 scats. Same as SM6_S23-C28. Returned on 7/29/2023 and found a total of minimum 5 likely 6 dead neonate pigs. Unable to tell what was SF9 and SM6,N,Y,N,N,N,N,N,N
SM6_S23-C27,SM06,current,45771,5,93,27,7/26/2023,7/29/2023,MP,grass,,open,Y,pig,head,UNK,,neonate,M1 just erupting,6 mo,none,1,3,dismantled,3 separate neonate pigs,Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,"Scat, feathers",Y,birds,Y,pig,N,"3 neonate pigs, all ~6 months old.",N,Y,N,N,N,N,N,N
SM6_S23-C28,SM06,current,45771,8,159,21,7/28/2023,7/29/2023,MP,riparian,grass,closed,Y,pig,teeth,UNK,,neonate,no p2,<8 weeks,none,1,6,dismantled,"6 separate piles suggesting a minimum of 5 pigs and likley 6 pig neonates. 1: GI and lower jaw, 2: GI and lower jaw, 3: GI and 1 leg, 4: GI, 1 leg, and lower jaw, 5: GI and lower jaw, 6: skull",Not vis,Not vis,Y,<25,Completley consumed,no long bones,N,,N,,Y,probable,None,N,,Y,pig,N,Collected 2 scats. Same as SM6_S23-C28. Returned on 7/29/2023 and found a total of minimum 5 likely 6 dead neonate pigs. Unable to tell what was SF9 and SM6,N,Y,N,N,N,N,N,N
